,Incident Date,State,City Or County,Address,# Killed,# Injured,Operations,loss,total_shootings,percent,Firearm_possessed
426,3-Jan-17,Texas,Allen,500 block of Hawthorne Drive,0,4,,4,8.0,0.13266998341625208,10829
92,23-Dec-17,Alabama,Birmingham,3rd Ave N and 9th St N,0,4,,4,8.0,0.13266998341625208,2394
93,21-Dec-17,Louisiana,Lafayette,1500 block of N University Avenue,0,4,,4,8.0,0.13266998341625208,2184
94,21-Dec-17,Pennsylvania,Philadelphia,6600 block of Dorel St,1,3,,4,8.0,0.13266998341625208,6325
95,16-Dec-17,Mississippi,Mc Cool (Mccool),Ferguson Rd,0,4,,4,8.0,0.13266998341625208,1562
97,13-Dec-17,Ohio,Columbus,200 block of E Barthman Ave,1,3,,4,8.0,0.13266998341625208,5087
98,12-Dec-17,Kentucky,Louisville,17th and Gallagher Streets,0,4,,4,8.0,0.13266998341625208,2547
99,12-Dec-17,Texas,Garland,1301 Rivercrest Ln,0,4,,4,8.0,0.13266998341625208,10829
100,9-Dec-17,Massachusetts,Boston,Proctor St,0,4,,4,8.0,0.13266998341625208,3993
123,4-Nov-17,Ohio,Youngstown,2810 Market St,0,4,,4,8.0,0.13266998341625208,5087
101,6-Dec-17,Illinois,Chicago,4620 N Broadway,0,4,,4,8.0,0.13266998341625208,5239
103,3-Dec-17,Tennessee,Memphis,656 Marshall Ave,1,3,,4,8.0,0.13266998341625208,3500
104,2-Dec-17,Michigan,Detroit,5200 Woodward Avenue,0,4,,4,8.0,0.13266998341625208,4350
108,18-Nov-17,Minnesota,Minneapolis,3600 block of Emerson Avenue North,0,4,,4,8.0,0.13266998341625208,2720
109,17-Nov-17,Louisiana,New Iberia,900 Block of Mississippi St,0,4,,4,8.0,0.13266998341625208,2184
112,14-Nov-17,California,Richmond,900 Block of View Dr,2,2,,4,8.0,0.13266998341625208,8564
91,23-Dec-17,Louisiana,Eunice,100 block of City Avenue,1,3,,4,8.0,0.13266998341625208,2184
122,4-Nov-17,Texas,Austin,N Lamar Blvd and Masterson Pass,0,4,,4,8.0,0.13266998341625208,10829
124,4-Nov-17,California,Santa Monica,1515 Ocean Avenue,1,3,,4,8.0,0.13266998341625208,8564
143,16-Oct-17,Mississippi,Meridian,5th Street,1,3,,4,8.0,0.13266998341625208,1562
135,22-Oct-17,Connecticut,Hartford,Wethersfield Avenue and Elliott Street,0,4,,4,8.0,0.13266998341625208,1843
137,21-Oct-17,Florida,Jacksonville,164 E Eubanks St,0,4,,4,8.0,0.13266998341625208,7634
125,3-Nov-17,Minnesota,Minneapolis,10th Ave S and E 24th St,0,4,,4,8.0,0.13266998341625208,2720
138,21-Oct-17,Tennessee,Nashville,1277 12th Ave S,0,4,,4,8.0,0.13266998341625208,3500
140,21-Oct-17,Florida,Tampa,400 Block of E Nordica St,0,4,,4,8.0,0.13266998341625208,7634
142,17-Oct-17,New York,Brooklyn,181 Martense St,0,4,,4,8.0,0.13266998341625208,4180
144,15-Oct-17,Texas,Houston,6233 Gulfton St,2,2,,4,8.0,0.13266998341625208,10829
309,4-May-17,Michigan,Flint,600 block of Copeman Boulevard,1,3,,4,8.0,0.13266998341625208,4350
145,15-Oct-17,Arizona,Phoenix,107th Ave and Camelback Rd,1,3,,4,8.0,0.13266998341625208,3189
146,12-Oct-17,California,Aliso Viejo,6 Asbury Ct,2,2,,4,8.0,0.13266998341625208,8564
147,11-Oct-17,Ohio,Pedro,15497 SR 93,4,0,,4,8.0,0.13266998341625208,5087
148,10-Oct-17,California,San Francisco,25th St and Treat Ave,0,4,,4,8.0,0.13266998341625208,8564
150,7-Oct-17,Arizona,Phoenix,87th Ave and Thomas Rd,0,4,,4,8.0,0.13266998341625208,3189
139,21-Oct-17,Pennsylvania,Chester,1200 block of W Carlas Ln,0,4,,4,8.0,0.13266998341625208,6325
115,12-Nov-17,Georgia,Atlanta,50 Lower Alabama St,2,2,,4,8.0,0.13266998341625208,3833
116,11-Nov-17,Texas,Dallas,2532 Martin Luther King Jr Blvd,1,3,,4,8.0,0.13266998341625208,10829
119,10-Nov-17,Ohio,Dayton (Trotwood),193 Olive Rd,0,4,,4,8.0,0.13266998341625208,5087
356,25-Mar-17,Michigan,Detroit,8443 Grand River Ave,1,3,,4,8.0,0.13266998341625208,4350
441,23-Dec-16,Illinois,Chicago,4900 block of West Hubbard,0,4,,4,8.0,0.13266998341625208,5239
442,17-Dec-16,North Carolina,Charlotte,4115 N. Tryon Street,0,4,,4,8.0,0.13266998341625208,4828
444,16-Dec-16,Illinois,Chicago,4300 block of South Rockwell,2,2,,4,8.0,0.13266998341625208,5239
445,16-Dec-16,Illinois,Chicago,13th and South Kedzie,0,4,,4,8.0,0.13266998341625208,5239
358,25-Mar-17,Ohio,Cleveland,E 79th St and Woodland Ave,2,2,,4,8.0,0.13266998341625208,5087
446,12-Dec-16,California,Sacramento,4800 block of Myrtle Avenue,1,3,,4,8.0,0.13266998341625208,8564
355,26-Mar-17,Ohio,Cleveland,E 75th St,2,2,,4,8.0,0.13266998341625208,5087
439,24-Dec-16,North Carolina,Wilson,2241 Banks Lane East,4,0,,4,8.0,0.13266998341625208,4828
447,11-Dec-16,New York,Brooklyn,192 Knickerbocker Ave,0,4,,4,8.0,0.13266998341625208,4180
402,27-Jan-17,Washington,Bremerton,Tenino Dr W,4,0,,4,8.0,0.13266998341625208,2899
450,11-Dec-16,North Carolina,Rocky Mount,1200 block of East Highland Ave,0,4,,4,8.0,0.13266998341625208,4828
351,30-Mar-17,Illinois,Chicago,2704 E 75th St,4,0,,4,8.0,0.13266998341625208,5239
451,9-Dec-16,Texas,Channelview,15300 block of Market,4,0,,4,8.0,0.13266998341625208,10829
371,3-Mar-17,Pennsylvania,Philadelphia,7165 Germantown Ave,0,4,,4,8.0,0.13266998341625208,6325
440,23-Dec-16,Alabama,Birmingham,3813 Richard Arrington Boulevard North,1,3,,4,8.0,0.13266998341625208,2394
488,4-Nov-16,Pennsylvania,Philadelphia,5451 Springfield Ave,0,4,,4,8.0,0.13266998341625208,6325
120,9-Nov-17,Pennsylvania,Philadelphia,1800 block of Ringgold,0,4,,4,8.0,0.13266998341625208,6325
430,31-Dec-16,Georgia,Lenox (El Dorado),27 Briarwood Ct,2,2,,4,8.0,0.13266998341625208,3833
102,4-Dec-17,Pennsylvania,Pittsburgh,7200 block of Everton St,2,2,,4,8.0,0.13266998341625208,6325
310,2-May-17,Florida,Jacksonville,1566 West 24th Street,1,3,,4,8.0,0.13266998341625208,7634
250,1-Jul-17,Illinois,Momence,2727 S 13000 Rd E,0,4,,4,8.0,0.13266998341625208,5239
0,3-May-18,North Dakota,Grand Forks,1000 block of S 12th St,4,0,,4,8.0,0.13266998341625208,663
428,1-Jan-17,Texas,Dallas,9220 Skillman Street,1,3,,4,8.0,0.13266998341625208,10829
370,4-Mar-17,California,Sacramento,2500 block of 33rd St,0,4,,4,8.0,0.13266998341625208,8564
368,5-Mar-17,Georgia,Columbus,600 block of 32nd Street,0,4,,4,8.0,0.13266998341625208,3833
435,25-Dec-16,Alabama,Ozark,858 US-231,0,4,,4,8.0,0.13266998341625208,2394
431,31-Dec-16,Texas,Houston,3704 Fannin Street,1,3,,4,8.0,0.13266998341625208,10829
367,7-Mar-17,Illinois,Chicago,West 76th Street and South May streets,0,4,,4,8.0,0.13266998341625208,5239
366,10-Mar-17,Louisiana,New Orleans (Gentilly),4200 block of Touro St,3,1,,4,8.0,0.13266998341625208,2184
433,30-Dec-16,Connecticut,Wallingford,95 S Turnpike Road,2,2,,4,8.0,0.13266998341625208,1843
365,10-Mar-17,Illinois,Chicago,123 E 51st St,2,2,,4,8.0,0.13266998341625208,5239
364,15-Mar-17,Louisiana,Metairie,2508 Pasadena Ave,3,1,,4,8.0,0.13266998341625208,2184
499,29-Oct-16,Ohio,Dayton,2010 Cornell Ridge Dr,1,3,,4,8.0,0.13266998341625208,5087
